"","id","cohort","sex","treatment","age0_mature","age1_mature","age2_mature","age3_mature","age4_mature","age_at_mature","repeatspawn","spawning_strategy"
"1374","RYDRPG",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1375","RYDRPY",2016,"female","early",NA,1,NA,NA,NA,"1",1,"semelparity"
"1376","BPPPBPB",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1377","0PYR",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1378","RYDRPD",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1379","RYDRPP",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1380","RYDRPB",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1381","0PYG",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1382","RYDRBR",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1383","RYDRBG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1384","RYDRBY",2016,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1385","0PYY",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1386","RGRBRG",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1387","RYDRBD",2016,"male","late",NA,1,NA,NA,NA,"1",1,"semelparity"
"1388","RYDRBP",2016,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1389","RYDRBB",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1390","0PYD",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1391","0PYP",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1392","0PYB",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1393","RYDGRR",2016,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1394","0PDR",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1395","RYDGRG",2016,NA,NA,NA,0,NA,NA,NA,">1",0,NA
"1396","RYDGRY",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1397","0PDG",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1398","RYDGRD",2016,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"1399","0PDY",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1400","RYDGRP",2016,"male",NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"1401","RYDGRB",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1402","0PDD",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1403","0PDP",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1404","RYDGGR",2016,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1405","RYDGGG",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1406","0PDB",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1407","RYDGGY",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1408","RYDGGD",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1409","RYDGGP",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1410","0PPR",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1411","RYDGGB",2016,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1412","0PPG",2017,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"1413","RYDGYR",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1414","RYRPPPP",NA,"female","control",NA,NA,NA,NA,NA,">0",0,NA
"1415","RRYDDPP",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1416","RYDGYG",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1417","RYDGYY",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1418","0PPY",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1419","RYDGYD",2016,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1420","RYYDDGG",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1421","RYDGYP",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1422","0PPD",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1423","RYDGYB",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1424","RYDGDR",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1425","0PPP",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1426","0PPB",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1427","0PBR",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1428","RYDGDG",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"1429","0PBG",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1430","RYDGDY",2016,"female",NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"1431","0RRYP",2018,"female","late",NA,1,NA,NA,NA,"1",1,"semelparity"
"1432","RYDGDB",2016,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"1433","RYDGPR",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"1434","RYDGPG",2016,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1435","RYDGPY",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1436","RYDGPD",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1437","0PBY",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1438","RYDGPP",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1439","RYDGPB",2016,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1440","RYDGBR",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1441","RYDGBG",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1442","RYDGBY",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1443","RYDGBD",2016,"female","control",NA,0,NA,1,NA,"3?",1,"semelparity"
"1444","RYDGBP",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1445","RYDGBB",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1446","RYDYRR",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1447","RYDYRG",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1448","RYDYRY",2015,"female","control",NA,NA,1,NA,NA,"2?",1,"semelparity"
"1449","RYDYRD",NA,"female","control",NA,NA,NA,NA,NA,">0",0,NA
"1450","RYDYRP",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1451","RYDYRB",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1452","RYDYGR",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1453","RYDYGG",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1454","0PBD",2017,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1455","RYDYGY",2017,"male","early",0,NA,NA,NA,NA,">0",0,NA
"1456","RYDYGD",2016,"male?","early",NA,NA,NA,NA,NA,">0",0,NA
"1457","RYDYGP",2017,"male","early",1,NA,NA,NA,NA,"0",1,"semelparity"
"1458","0PBP",2017,"male","early",0,NA,NA,NA,NA,">0",0,NA
"1459","RYDYGB",2016,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"1460","RYDYYR",2016,"male","early",NA,1,NA,NA,NA,"1",1,"semelparity"
"1461","RYDYYG",2016,"male","early",NA,0,NA,NA,NA,">1",0,NA
"1462","RYDYYY",2017,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"1463","RYDYYD",2017,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"1464","RYDYYP",2016,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"1465","0PBB",2017,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"1466","RYDYYB",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"1467","0BRR",2017,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"1468","RYDYDR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1469","RYDYDG",2016,"male","late",NA,1,NA,NA,NA,"1",1,"semelparity"
"1470","RYDYDY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1471","RYDYDD",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1472","0BRG",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1473","RYDYDP",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1474","0BRY",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1475","0BRD",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1476","0BRP",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1477","RYDYDB",2017,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"1478","RYDYPR",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1479","RYDYPG",2016,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"1480","0BRB",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1481","RYDYPY",2016,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1482","RYRDYRR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1483","RYDYPD",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"1484","0BGR",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1485","RYDRGP",2014,NA,"late",NA,NA,NA,0,NA,">3?",0,NA
"1486","RYDYPP",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1487","RYDYPB",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"1488","RYDYBR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1489","0BGG",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1490","RYDYBG",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1491","0BGY",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1492","RYDYBY",2016,"male","late",NA,0,NA,NA,NA,">1",0,NA
"1493","0BGD",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1494","0BGP",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1495","RYDYBD",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1496","RYDYBP",2016,"male","late",NA,0,NA,1,NA,"3?",1,"semelparity"
"1497","982000365997792",2019,"male","late",1,NA,NA,NA,1,"0",2,"iteroparity"
"1498","RYDYBB",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1499","RYDDRR",2017,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"1500","982000365997795",2019,"male","early",1,NA,1,NA,NA,"0",2,"iteroparity"
"1501","RYDDRG",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1502","RYDDRY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1503","RYDDRD",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1504","RYDDRP",2015,NA,NA,NA,NA,0,NA,NA,">2?",0,NA
"1505","RYDDRB",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1506","RYDDGR",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1507","0BGB",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1508","RYDDGG",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1509","鼻R",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1510","RYDDGY",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1511","0BYR",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1512","RYDDGD",NA,"male",NA,NA,NA,NA,NA,NA,">0",0,NA
"1513","RYDDGP",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1514","0BYG",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1515","0BYY",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1516","RYDDGB",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1517","RYDDYR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1518","0BYD",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1519","RYDDYG",2016,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"1520","RYDDYY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1521","RYDDYD",2016,"female","late",NA,0,NA,NA,NA,">1",0,NA
"1522","RYDDYP",2016,"male","late",NA,1,NA,NA,NA,"1",1,"semelparity"
"1523","RYDDYB",2017,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"1524","0BYP",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1525","RYDDDR",2016,"female",NA,NA,0,NA,NA,NA,">1",0,NA
"1526","0BYB",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1527","RYDDDG",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1528","982126058799089",2019,"male","late",1,1,NA,NA,NA,"0",2,"iteroparity"
"1529","RYDDDY",2016,"female","control",NA,0,NA,NA,NA,">1",0,NA
"1530","RYDDDD",2016,"female","control",NA,0,NA,1,NA,"3?",1,"semelparity"
"1531","RYDDDP",2014,"female","early",NA,NA,NA,0,NA,">3?",0,NA
"1532","0BDR",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1533","RYDDDB",2017,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"1534","RYDDPR",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1535","0BDG",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1536","0BDY",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1537","0BDD",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1538","RYDDPG",2016,"female","early",NA,1,NA,NA,NA,"1",1,"semelparity"
"1539","0BDP",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1540","0BDB",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1541","R?DPB?",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1542","RYDDPY",2016,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"1543","RYDDPD",2016,"male","early",NA,0,NA,NA,NA,">1",0,NA
"1544","RYDPRD",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1545","RYDDPP",2016,"male","early",NA,0,NA,NA,NA,">1",0,NA
"1546","RYDDPB",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1547","0BPR",2017,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"1548","0?YY",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1549","0BPG",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1550","0BPY",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1551","0BPD",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1552","RYDDBR",2016,NA,"control",NA,0,NA,NA,NA,">1",0,NA
"1553","RYDDBG",2017,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"1554","RYDDBY",2016,"male","early",NA,1,NA,NA,NA,"1",1,"semelparity"
"1555","RYDDBD",2016,"male","early",NA,1,NA,NA,NA,"1",1,"semelparity"
"1556","RYDDBP",2016,"female?","early",NA,0,NA,NA,NA,">1",0,NA
"1557","RYDDBB",2015,"male",NA,NA,NA,1,NA,NA,"2?",1,"semelparity"
"1558","RYYPPPP",2015,"female","early",NA,NA,1,NA,NA,"2?",1,"semelparity"
"1559","RGYRRDR",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1560","RYPGRD",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1561","RYDPRR",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1562","RYDPRG",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1563","RYRBRDD",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1564","RYDPRY",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1565","RYDPRP",2017,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"1566","RRYBDY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1567","RRYYBY",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1568","RYDPRB",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1569","RYDPGR",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1570","RYDPBB",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1571","RYDPGG",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1572","RYDPGY",2018,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1573","RYDPGD",2017,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1574","RYDYRPP",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1575","RYPYPPP",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1576","RYYBYRR",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1577","RP",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1578","RYYBYYYY",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1579","RB",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1580","GR?",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1581","GY",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1582","GP",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1583","RYDPGP",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1584","GB",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1585","YR",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1586","0BPP",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1587","0BPB",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1588","0BBR",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1589","0BBG",2018,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"1590","YY?",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1591","RYDPGB",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"1592","RYDPYR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1593","YP",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1594","YB",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1595","RYDPYG",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1596","DR",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1597","DG",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1598","DY?",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1599","DD?",2018,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1600","DP",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1601","DB",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1602","PR",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1603","RYDPYY",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1604","PG",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1605","PY",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1606","PD",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1607","PP",2018,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1608","PB",2018,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1609","BR",2018,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1610","0BBY",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1611","0BBD",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1612","0BBP",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1613","0BBB",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1614","0RRRR",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1615","0RRRG",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1616","0RRRY",2018,"male",NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"1617","0RRRD",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1618","0RRRP",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1619","RYDPYD",2017,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1620","0RRRB",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1621","0RRGR",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1622","0RRGG",2018,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"1623","0RRGY",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1624","0RRGD",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1625","0RRGP",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1626","BG",2018,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1627","RYPPYP",2018,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1628","tateYP",2018,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1629","982000365997808",2019,"male","late",0,0,0,1,NA,"3",1,"semelparity"
"1630","RYDPYP",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1631","0RRGB",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1632","0RRYR",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1633","0RRYG",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1634","0RRYY",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1635","0RRYD",2018,"female?","late",NA,1,NA,NA,NA,"1",1,"semelparity"
"1636","982000365997859",2019,"male","late",1,1,NA,NA,NA,"0",2,"iteroparity"
"1637","0RRYB",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1638","0RRDR",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1639","0RRDG",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1640","0RRDY",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1641","0RRDD",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1642","0RRDP",2018,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"1643","0RRDB",2018,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"1644","0RRPR",2018,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1645","0RRPG",2018,"female","early",NA,1,NA,NA,NA,"1",1,"semelparity"
"1646","0RRPY",2018,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1647","0RRPD",2018,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"1648","0RRPP",2018,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"1649","0RRPB",2018,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1650","0RRBR",2018,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1651","0RGRR",2018,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1652","RYDPDR",2018,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1653","0RGRG",2018,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1654","0RGRY",2018,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"1655","0RGRD",2018,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"1656","RYDPDG",2018,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1657","0RGRP",2017,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1658","RYDPDY",2017,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1659","0RGGR",2018,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1660","RYDPDD",2018,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"1661","RY?Y?B",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1662","0RGGG",2018,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1663","0RGGY",2018,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1664","0RGGD",2018,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1665","0RGGP",2018,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1666","0RGYR",2018,"male",NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"1667","0RGYG",2018,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1668","0RGYY",2018,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1669","RYDPDP",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"1670","0RGYD",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1671","0RGYP",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1672","0RGYB",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1673","RYDPDB",2017,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1674","0RGDR",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1675","0RGDG",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1676","0RGDY",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1677","0RGDD",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1678","0RGDP",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1679","0RGDB",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1680","0RGPR",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1681","0RGPG",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1682","0RGPY",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1683","0RGPD",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1684","0RGPP",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1685","0RGPB",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1686","0RGBR",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1687","0RGBG",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1688","0RGBY",2018,"female","early",NA,1,NA,NA,NA,"1",1,"semelparity"
"1689","0RGBD",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1690","0RGBP",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1691","0RGBB",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1692","0RYRR",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1693","0RYRG",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1694","0RYRY",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1695","0DB?",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1696","0RYRD",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1697","0RYRP",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1698","0RYRB",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1699","0RYGR",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1700","0RYGG",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1701","0RYGY",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1702","0RYGD",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1703","0RYGP",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"1704","0RYYB",2018,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
