"id","ocluster_rename"
"RRDDGD",2
"RRDDGR",1
"RRDDYG",1
"RRDDYR",2
"RRDGGD",1
"RRDGGR",2
"RRDRDR",1
"RRDRGG",3
"RRDRGY",3
"RRDRYD",1
"RRDYYG",2
"RRDYYR",3
"RRGDDR",2
"RRGDRD",3
"RRGDYR",2
"RRGGDG",2
"RRGYGR",2
"RRRDDG",3
"RRRDGG",2
"RRRDRG",2
"RRRDRR",2
"RRRRDR",2
"RRRRRRG",1
"RRRRYD",2
"RRRYDD",1
"RRRYRD",2
"RRRYRY",1
"RRRYYD",4
"RRY",3
"RRYDGG",4
"RRYDGY",2
"RRYGDD",3
"RRYGGD",2
"RRYGGR",1
"RRYGYR",2
"RRYGYY",2
"RRYRDD",3
"RRYRGY",3
"RRYRRD",2
"RRYRRD?",3
"RRYRRR",1
"RRYRRY",1
"RRYRYG",1
"RRYYDY",4
"RRYYGG",4
"RRYYRG",4
"RRYYRR",3
"RRYYRR?",1
"RRYYYD",2
"RYDDBD",2
"RYDDBP",3
"RYDDBR",4
"RYDDBY",1
"RYDDDD",4
"RYDDDY",4
"RYDDPD",3
"RYDDPG",2
"RYDDPP",3
"RYDDPY",3
"RYDDYD",4
"RYDDYG",4
"RYDDYP",2
"RYDGBD",4
"RYDGGB",1
"RYDGGR",3
"RYDGPB",4
"RYDGPG",1
"RYDGRD",3
"RYDGRR",1
"RYDGYD",1
"RYDRBD",1
"RYDRBP",4
"RYDRBY",2
"RYDRDG",1
"RYDRGG",4
"RYDRGY",2
"RYDRPY",3
"RYDRRB",2
"RYDRRD",1
"RYDRRG",3
"RYDRRP",2
"RYDRRR",2
"RYDRRY",3
"RYDRYD",3
"RYDRYG",4
"RYDRYP",2
"RYDRYY",3
"RYDYBP",2
"RYDYBY",3
"RYDYDG",1
"RYDYGB",4
"RYDYGD",3
"RYDYPG",3
"RYDYPY",3
"RYDYYG",4
"RYDYYR",3
"RYGRDR",3
"RYRBBB",1
"RYRBBD",2
"RYRBBG",3
"RYRBBP",2
"RYRBBR",2
"RYRBBY",3
"RYRBDB",3
"RYRBDD",2
"RYRBDG",3
"RYRBDP",2
"RYRBDR",1
"RYRBDY",1
"RYRBGB",3
"RYRBGD",2
"RYRBGG",2
"RYRBGP",2
"RYRBGY",3
"RYRBPB",2
"RYRBPD",2
"RYRBPG",3
"RYRBPP",2
"RYRBPR",2
"RYRBRB",3
"RYRBRD",2
"RYRBRG",3
"RYRBRP",1
"RYRBRR",2
"RYRBYB",3
"RYRBYD",2
"RYRBYG",4
"RYRBYP",2
"RYRBYR",3
"RYRBYY",1
"RYRDDD",4
"RYRDDY",2
"RYRDGB",3
"RYRDGR",3
"RYRDGY",3
"RYRDPD",1
"RYRDPG",1
"RYRDPP",1
"RYRDPR",2
"RYRDRB",3
"RYRDRD",2
"RYRDRG",4
"RYRDRP",2
"RYRDRR",2
"RYRDRY",2
"RYRDYD",3
"RYRDYG",3
"RYRDYP",2
"RYRDYR",2
"RYRGDD",4
"RYRGDG",4
"RYRGDR",2
"RYRGDY",4
"RYRGGD",4
"RYRGGG",1
"RYRGGR",4
"RYRGGY",1
"RYRGRD",3
"RYRGRG",4
"RYRGRR",2
"RYRGRY",1
"RYRGYG",3
"RYRGYR",2
"RYRGYY",4
"RYRPBB",2
"RYRPBD",3
"RYRPBG",1
"RYRPBR",1
"RYRPBY",2
"RYRPBYY",2
"RYRPDD",2
"RYRPDG",1
"RYRPDP",1
"RYRPDR",2
"RYRPDY",2
"RYRPGB",1
"RYRPGD",1
"RYRPGG",1
"RYRPGP",1
"RYRPGR",2
"RYRPGY",2
"RYRPPD",2
"RYRPPG",2
"RYRPPP",2
"RYRPPR",2
"RYRPRD",2
"RYRPRG",2
"RYRPRP",2
"RYRPRR",2
"RYRPYB",1
"RYRPYD",1
"RYRPYG",3
"RYRPYP",2
"RYRPYR",2
"RYRPYY",4
"RYRRDD",4
"RYRRDG",2
"RYRRDR",1
"RYRRDY",4
"RYRRGD",3
"RYRRGR",3
"RYRRGR?",3
"RYRRGY",2
"RYRRRR",1
"RYRRRY",3
"RYRRYD",3
"RYRRYR",4
"RYRYBB",3
"RYRYBD",4
"RYRYBG",3
"RYRYBR",4
"RYRYBY",1
"RYRYDD",3
"RYRYDR",3
"RYRYDY",3
"RYRYGD",1
"RYRYGR",3
"RYRYPG",3
"RYRYPP",3
"RYRYPR",3
"RYRYPY",4
"RYRYRD",3
"RYRYRG",3
"RYRYRR",4
"RYRYRY",3
"RYRYYD",3
"RYRYYP",3
"RYRYYR",2
"RYRYYY",2
"RYYBBP",2
"RYYBBR",2
"RYYBDB",2
"RYYBDD",3
"RYYBDR",2
"RYYBGB",1
"RYYBPD",1
"RYYBPG",1
"RYYBPP",1
"RYYBPY",3
"RYYBRB",1
"RYYBYY",3
"RYYDBB",3
"RYYDBD",3
"RYYDBG",3
"RYYDBP",2
"RYYDBR",3
"RYYDBY",2
"RYYDDB",1
"RYYDDD",4
"RYYDDG",4
"RYYDDP",4
"RYYDDR",4
"RYYDGB",2
"RYYDGD",2
"RYYDGP",3
"RYYDGR",3
"RYYDPG",4
"RYYDPP",2
"RYYDPR",3
"RYYDPY",3
"RYYDRB",3
"RYYDRD",3
"RYYDRG",3
"RYYDRP",2
"RYYDRR",2
"RYYDRY",2
"RYYDYG",2
"RYYDYP",4
"RYYDYY",3
"RYYGBB",3
"RYYGDP",3
"RYYGDY",3
"RYYGGB",3
"RYYGGD",2
"RYYGGG",3
"RYYGGY",3
"RYYGPD",2
"RYYGPG",3
"RYYGPR",3
"RYYGPY",3
"RYYGRB",3
"RYYGRD",2
"RYYGRG",3
"RYYGRP",2
"RYYGRR",2
"RYYGRY",4
"RYYGYD",4
"RYYGYG",2
"RYYGYG?",4
"RYYGYP",2
"RYYGYR",4
"RYYPBY",1
"RYYPBY?",4
"RYYPGG",2
"RYYPPPP",2
"RYYPPR",4
"RYYPPY",1
"RYYPRR",4
"RYYPYB",2
"RYYPYY",1
"RYYRBB",2
"RYYRBD",2
"RYYRBG",2
"RYYRBR",2
"RYYRBY",2
"RYYRDB",3
"RYYRDG",2
"RYYRDP",3
"RYYRGD",3
"RYYRGG",3
"RYYRGP",2
"RYYRGR",3
"RYYRGY",2
"RYYRPB",1
"RYYRPD",2
"RYYRPR",2
"RYYRPY",2
"RYYRRD",2
"RYYRRG",2
"RYYRRY",2
"RYYRYD",2
"RYYRYG",1
"RYYRYR",2
"RYYRYY",3
"RYYYBG",3
"RYYYBR",3
"RYYYBY",3
"RYYYDD",1
"RYYYDG",2
"RYYYDR",4
"RYYYGB",3
"RYYYGD",2
"RYYYGG",1
"RYYYGR",3
"RYYYPP",1
"RYYYPR",3
"RYYYRB",2
"RYYYRD",2
"RYYYRP",1
"RYYYRY",2
"RYYYYP",4
"YDRD",2
"YDRG",4
"YDRR",4
"YY",4
"YYDG",4
"YYYD",2
"YYYG",2
"YYYR",2
